gameID,stimId,domain,subdomain,what_word_sum,where_word_sum,dsl,program_length
3470-26c59f75-7b3f-446f-a214-583ee92a938e,166,structures,bridge,6,38,dsl_0_base,159
3470-26c59f75-7b3f-446f-a214-583ee92a938e,113,structures,bridge,6,39,dsl_0_base,156
3470-26c59f75-7b3f-446f-a214-583ee92a938e,70,structures,bridge,6,16,dsl_0_base,105
3470-26c59f75-7b3f-446f-a214-583ee92a938e,171,structures,bridge,6,30,dsl_0_base,141
3470-26c59f75-7b3f-446f-a214-583ee92a938e,46,structures,bridge,6,31,dsl_0_base,78
3470-26c59f75-7b3f-446f-a214-583ee92a938e,228,structures,bridge,6,44,dsl_0_base,231
3470-26c59f75-7b3f-446f-a214-583ee92a938e,94,structures,bridge,6,40,dsl_0_base,159
3470-26c59f75-7b3f-446f-a214-583ee92a938e,143,structures,bridge,6,38,dsl_0_base,78
3470-26c59f75-7b3f-446f-a214-583ee92a938e,4,structures,bridge,6,29,dsl_0_base,30
3470-26c59f75-7b3f-446f-a214-583ee92a938e,56,structures,bridge,6,38,dsl_0_base,93
7338-3a87e74e-e624-4315-9c74-a48bc24d5eb0,150,structures,bridge,18,31,dsl_0_base,153
7338-3a87e74e-e624-4315-9c74-a48bc24d5eb0,108,structures,bridge,9,16,dsl_0_base,96
7338-3a87e74e-e624-4315-9c74-a48bc24d5eb0,72,structures,bridge,9,22,dsl_0_base,123
7338-3a87e74e-e624-4315-9c74-a48bc24d5eb0,151,structures,bridge,12,26,dsl_0_base,81
7338-3a87e74e-e624-4315-9c74-a48bc24d5eb0,180,structures,bridge,12,38,dsl_0_base,117
7338-3a87e74e-e624-4315-9c74-a48bc24d5eb0,169,structures,bridge,15,34,dsl_0_base,156
7338-3a87e74e-e624-4315-9c74-a48bc24d5eb0,232,structures,bridge,15,36,dsl_0_base,162
7338-3a87e74e-e624-4315-9c74-a48bc24d5eb0,134,structures,bridge,9,12,dsl_0_base,240
7338-3a87e74e-e624-4315-9c74-a48bc24d5eb0,16,structures,bridge,9,19,dsl_0_base,45
7338-3a87e74e-e624-4315-9c74-a48bc24d5eb0,20,structures,bridge,6,25,dsl_0_base,39
8598-cb16fb43-270b-423a-ab8e-90e5bfa40330,200,structures,bridge,13,12,dsl_0_base,168
8598-cb16fb43-270b-423a-ab8e-90e5bfa40330,110,structures,bridge,10,12,dsl_0_base,153
8598-cb16fb43-270b-423a-ab8e-90e5bfa40330,80,structures,bridge,12,14,dsl_0_base,99
8598-cb16fb43-270b-423a-ab8e-90e5bfa40330,201,structures,bridge,13,13,dsl_0_base,183
8307-ba1c065f-9ce5-47d4-bca0-fe932c18fe31,118,structures,bridge,8,13,dsl_0_base,201
8598-cb16fb43-270b-423a-ab8e-90e5bfa40330,39,structures,bridge,10,15,dsl_0_base,93
8598-cb16fb43-270b-423a-ab8e-90e5bfa40330,225,structures,bridge,7,10,dsl_0_base,171
8307-ba1c065f-9ce5-47d4-bca0-fe932c18fe31,107,structures,bridge,19,14,dsl_0_base,195
8598-cb16fb43-270b-423a-ab8e-90e5bfa40330,81,structures,bridge,7,10,dsl_0_base,132
8307-ba1c065f-9ce5-47d4-bca0-fe932c18fe31,63,structures,bridge,9,11,dsl_0_base,81
8598-cb16fb43-270b-423a-ab8e-90e5bfa40330,195,structures,bridge,7,9,dsl_0_base,171
8598-cb16fb43-270b-423a-ab8e-90e5bfa40330,8,structures,bridge,7,10,dsl_0_base,24
8598-cb16fb43-270b-423a-ab8e-90e5bfa40330,66,structures,bridge,11,14,dsl_0_base,105
8307-ba1c065f-9ce5-47d4-bca0-fe932c18fe31,146,structures,bridge,19,34,dsl_0_base,111
8307-ba1c065f-9ce5-47d4-bca0-fe932c18fe31,240,structures,bridge,26,21,dsl_0_base,189
8307-ba1c065f-9ce5-47d4-bca0-fe932c18fe31,163,structures,bridge,25,15,dsl_0_base,111
8307-ba1c065f-9ce5-47d4-bca0-fe932c18fe31,5,structures,bridge,17,16,dsl_0_base,39
8307-ba1c065f-9ce5-47d4-bca0-fe932c18fe31,109,structures,bridge,26,22,dsl_0_base,132
8307-ba1c065f-9ce5-47d4-bca0-fe932c18fe31,12,structures,bridge,20,11,dsl_0_base,45
8307-ba1c065f-9ce5-47d4-bca0-fe932c18fe31,51,structures,bridge,22,9,dsl_0_base,111
1129-d6dbd07e-5d79-4f9e-8b8a-fa7f23b1d38f,198,structures,bridge,31,26,dsl_0_base,168
1129-d6dbd07e-5d79-4f9e-8b8a-fa7f23b1d38f,187,structures,bridge,14,4,dsl_0_base,141
1129-d6dbd07e-5d79-4f9e-8b8a-fa7f23b1d38f,77,structures,bridge,3,6,dsl_0_base,114
1129-d6dbd07e-5d79-4f9e-8b8a-fa7f23b1d38f,206,structures,bridge,8,3,dsl_0_base,156
1129-d6dbd07e-5d79-4f9e-8b8a-fa7f23b1d38f,19,structures,bridge,5,5,dsl_0_base,42
1129-d6dbd07e-5d79-4f9e-8b8a-fa7f23b1d38f,229,structures,bridge,7,4,dsl_0_base,195
1129-d6dbd07e-5d79-4f9e-8b8a-fa7f23b1d38f,0,structures,bridge,15,3,dsl_0_base,21
1129-d6dbd07e-5d79-4f9e-8b8a-fa7f23b1d38f,191,structures,bridge,9,7,dsl_0_base,213
1129-d6dbd07e-5d79-4f9e-8b8a-fa7f23b1d38f,85,structures,bridge,16,6,dsl_0_base,72
1129-d6dbd07e-5d79-4f9e-8b8a-fa7f23b1d38f,93,structures,bridge,15,10,dsl_0_base,141
2404-8797c35b-cfe6-4f62-860d-6ca4d17560e7,179,structures,bridge,30,49,dsl_0_base,189
2404-8797c35b-cfe6-4f62-860d-6ca4d17560e7,102,structures,bridge,19,80,dsl_0_base,204
2404-8797c35b-cfe6-4f62-860d-6ca4d17560e7,86,structures,bridge,18,41,dsl_0_base,90
2404-8797c35b-cfe6-4f62-860d-6ca4d17560e7,214,structures,bridge,47,56,dsl_0_base,201
2404-8797c35b-cfe6-4f62-860d-6ca4d17560e7,236,structures,bridge,28,42,dsl_0_base,219
2404-8797c35b-cfe6-4f62-860d-6ca4d17560e7,219,structures,bridge,20,32,dsl_0_base,147
2404-8797c35b-cfe6-4f62-860d-6ca4d17560e7,21,structures,bridge,14,19,dsl_0_base,45
1635-1374aebf-2785-4d1d-b5f4-f3804e791711,152,structures,bridge,40,14,dsl_0_base,99
1067-3cc857ab-54a8-4527-98f4-2b12d9fe9043,112,structures,bridge,45,46,dsl_0_base,165
2404-8797c35b-cfe6-4f62-860d-6ca4d17560e7,129,structures,bridge,22,94,dsl_0_base,210
1635-1374aebf-2785-4d1d-b5f4-f3804e791711,120,structures,bridge,37,23,dsl_0_base,165
1067-3cc857ab-54a8-4527-98f4-2b12d9fe9043,103,structures,bridge,33,44,dsl_0_base,141
2404-8797c35b-cfe6-4f62-860d-6ca4d17560e7,7,structures,bridge,12,45,dsl_0_base,45
2404-8797c35b-cfe6-4f62-860d-6ca4d17560e7,82,structures,bridge,19,47,dsl_0_base,150
1635-1374aebf-2785-4d1d-b5f4-f3804e791711,24,structures,bridge,45,43,dsl_0_base,57
1067-3cc857ab-54a8-4527-98f4-2b12d9fe9043,45,structures,bridge,35,61,dsl_0_base,81
1067-3cc857ab-54a8-4527-98f4-2b12d9fe9043,117,structures,bridge,36,22,dsl_0_base,165
1635-1374aebf-2785-4d1d-b5f4-f3804e791711,176,structures,bridge,59,60,dsl_0_base,126
1067-3cc857ab-54a8-4527-98f4-2b12d9fe9043,168,structures,bridge,37,54,dsl_0_base,117
1067-3cc857ab-54a8-4527-98f4-2b12d9fe9043,133,structures,bridge,37,22,dsl_0_base,207
1635-1374aebf-2785-4d1d-b5f4-f3804e791711,227,structures,bridge,96,64,dsl_0_base,201
1067-3cc857ab-54a8-4527-98f4-2b12d9fe9043,192,structures,bridge,31,66,dsl_0_base,132
1067-3cc857ab-54a8-4527-98f4-2b12d9fe9043,106,structures,bridge,31,38,dsl_0_base,171
1635-1374aebf-2785-4d1d-b5f4-f3804e791711,185,structures,bridge,42,30,dsl_0_base,102
1067-3cc857ab-54a8-4527-98f4-2b12d9fe9043,48,structures,bridge,38,62,dsl_0_base,99
1067-3cc857ab-54a8-4527-98f4-2b12d9fe9043,238,structures,bridge,34,87,dsl_0_base,198
1635-1374aebf-2785-4d1d-b5f4-f3804e791711,233,structures,bridge,95,76,dsl_0_base,225
1635-1374aebf-2785-4d1d-b5f4-f3804e791711,139,structures,bridge,59,56,dsl_0_base,267
1635-1374aebf-2785-4d1d-b5f4-f3804e791711,26,structures,bridge,59,22,dsl_0_base,57
1635-1374aebf-2785-4d1d-b5f4-f3804e791711,55,structures,bridge,70,21,dsl_0_base,78
3774-dea09986-d1cf-4f1c-aca7-24955c056375,161,structures,bridge,2,2,dsl_0_base,147
3774-dea09986-d1cf-4f1c-aca7-24955c056375,132,structures,bridge,11,1,dsl_0_base,177
3774-dea09986-d1cf-4f1c-aca7-24955c056375,34,structures,bridge,7,2,dsl_0_base,87
3774-dea09986-d1cf-4f1c-aca7-24955c056375,199,structures,bridge,23,38,dsl_0_base,162
1592-cd6146b5-4ccd-4030-b194-430fb0177611,126,structures,bridge,26,31,dsl_0_base,177
0633-81730c35-1616-4bbe-98fd-16e9e573257c,170,structures,bridge,78,215,dsl_0_base,102
3774-dea09986-d1cf-4f1c-aca7-24955c056375,235,structures,bridge,7,8,dsl_0_base,225
3706-66ddaad7-0c15-4112-9d76-3e240fa3cb1c,138,structures,bridge,30,92,dsl_0_base,237
3774-dea09986-d1cf-4f1c-aca7-24955c056375,216,structures,bridge,15,6,dsl_0_base,177
3774-dea09986-d1cf-4f1c-aca7-24955c056375,71,structures,bridge,9,8,dsl_0_base,102
3706-66ddaad7-0c15-4112-9d76-3e240fa3cb1c,122,structures,bridge,18,60,dsl_0_base,213
0633-81730c35-1616-4bbe-98fd-16e9e573257c,101,structures,bridge,52,190,dsl_0_base,159
3774-dea09986-d1cf-4f1c-aca7-24955c056375,145,structures,bridge,9,7,dsl_0_base,96
3313-0e9835ff-d134-4635-9c0e-af967d287998,213,structures,bridge,27,111,dsl_0_base,156
1592-cd6146b5-4ccd-4030-b194-430fb0177611,111,structures,bridge,68,54,dsl_0_base,153
3774-dea09986-d1cf-4f1c-aca7-24955c056375,47,structures,bridge,8,9,dsl_0_base,111
0633-81730c35-1616-4bbe-98fd-16e9e573257c,1,structures,bridge,16,80,dsl_0_base,33
3774-dea09986-d1cf-4f1c-aca7-24955c056375,90,structures,bridge,6,4,dsl_0_base,99
3706-66ddaad7-0c15-4112-9d76-3e240fa3cb1c,84,structures,bridge,36,99,dsl_0_base,168
3313-0e9835ff-d134-4635-9c0e-af967d287998,153,structures,bridge,18,72,dsl_0_base,99
1592-cd6146b5-4ccd-4030-b194-430fb0177611,91,structures,bridge,17,17,dsl_0_base,150
3313-0e9835ff-d134-4635-9c0e-af967d287998,10,structures,bridge,12,31,dsl_0_base,39
1592-cd6146b5-4ccd-4030-b194-430fb0177611,154,structures,bridge,17,21,dsl_0_base,84
3706-66ddaad7-0c15-4112-9d76-3e240fa3cb1c,147,structures,bridge,21,38,dsl_0_base,114
0633-81730c35-1616-4bbe-98fd-16e9e573257c,177,structures,bridge,67,195,dsl_0_base,165
1592-cd6146b5-4ccd-4030-b194-430fb0177611,208,structures,bridge,17,17,dsl_0_base,165
3313-0e9835ff-d134-4635-9c0e-af967d287998,241,structures,bridge,12,69,dsl_0_base,219
1895-2973ec71-2e6d-4063-a712-a06bfd52deec,167,structures,bridge,36,61,dsl_0_base,171
3313-0e9835ff-d134-4635-9c0e-af967d287998,249,structures,bridge,7,13,dsl_0_base,249
3706-66ddaad7-0c15-4112-9d76-3e240fa3cb1c,172,structures,bridge,24,73,dsl_0_base,165
3275-b93e8f92-35f6-460b-bf44-eeafd7ce92ea,193,structures,bridge,23,66,dsl_0_base,126
3313-0e9835ff-d134-4635-9c0e-af967d287998,245,structures,bridge,4,8,dsl_0_base,219
3313-0e9835ff-d134-4635-9c0e-af967d287998,22,structures,bridge,6,24,dsl_0_base,51
0633-81730c35-1616-4bbe-98fd-16e9e573257c,215,structures,bridge,24,149,dsl_0_base,114
3313-0e9835ff-d134-4635-9c0e-af967d287998,183,structures,bridge,6,18,dsl_0_base,174
1895-2973ec71-2e6d-4063-a712-a06bfd52deec,116,structures,bridge,60,76,dsl_0_base,141
1592-cd6146b5-4ccd-4030-b194-430fb0177611,175,structures,bridge,51,38,dsl_0_base,141
3706-66ddaad7-0c15-4112-9d76-3e240fa3cb1c,148,structures,bridge,12,25,dsl_0_base,108
3313-0e9835ff-d134-4635-9c0e-af967d287998,99,structures,bridge,4,15,dsl_0_base,141
3313-0e9835ff-d134-4635-9c0e-af967d287998,89,structures,bridge,6,16,dsl_0_base,108
1895-2973ec71-2e6d-4063-a712-a06bfd52deec,69,structures,bridge,28,51,dsl_0_base,111
3706-66ddaad7-0c15-4112-9d76-3e240fa3cb1c,237,structures,bridge,6,8,dsl_0_base,225
3275-b93e8f92-35f6-460b-bf44-eeafd7ce92ea,125,structures,bridge,27,115,dsl_0_base,120
0633-81730c35-1616-4bbe-98fd-16e9e573257c,186,structures,bridge,46,160,dsl_0_base,123
2517-625695e2-5224-4af4-9d23-9b2a7182bce1,121,structures,bridge,20,34,dsl_0_base,189
3706-66ddaad7-0c15-4112-9d76-3e240fa3cb1c,124,structures,bridge,18,43,dsl_0_base,204
1592-cd6146b5-4ccd-4030-b194-430fb0177611,243,structures,bridge,27,55,dsl_0_base,249
0516-c0977246-bdec-4549-be79-557de1965227,182,structures,bridge,53,159,dsl_0_base,153
3706-66ddaad7-0c15-4112-9d76-3e240fa3cb1c,38,structures,bridge,9,17,dsl_0_base,72
3706-66ddaad7-0c15-4112-9d76-3e240fa3cb1c,15,structures,bridge,6,18,dsl_0_base,36
1895-2973ec71-2e6d-4063-a712-a06bfd52deec,189,structures,bridge,38,76,dsl_0_base,156
1592-cd6146b5-4ccd-4030-b194-430fb0177611,123,structures,bridge,20,31,dsl_0_base,225
3275-b93e8f92-35f6-460b-bf44-eeafd7ce92ea,37,structures,bridge,26,83,dsl_0_base,105
1592-cd6146b5-4ccd-4030-b194-430fb0177611,9,structures,bridge,14,10,dsl_0_base,27
0633-81730c35-1616-4bbe-98fd-16e9e573257c,239,structures,bridge,49,192,dsl_0_base,198
2517-625695e2-5224-4af4-9d23-9b2a7182bce1,105,structures,bridge,33,42,dsl_0_base,204
1895-2973ec71-2e6d-4063-a712-a06bfd52deec,96,structures,bridge,54,91,dsl_0_base,108
0516-c0977246-bdec-4549-be79-557de1965227,162,structures,bridge,81,146,dsl_0_base,177
1592-cd6146b5-4ccd-4030-b194-430fb0177611,30,structures,bridge,39,21,dsl_0_base,57
0883-a1542f6c-28bf-4350-96f6-7983978597b7,196,structures,bridge,62,81,dsl_0_base,150
2517-625695e2-5224-4af4-9d23-9b2a7182bce1,32,structures,bridge,28,33,dsl_0_base,63
0516-c0977246-bdec-4549-be79-557de1965227,17,structures,bridge,20,79,dsl_0_base,45
2357-8813b2d3-3a09-4c66-a57c-431c155dafa7,174,structures,bridge,27,180,dsl_0_base,108
0633-81730c35-1616-4bbe-98fd-16e9e573257c,142,structures,bridge,45,156,dsl_0_base,327
1895-2973ec71-2e6d-4063-a712-a06bfd52deec,209,structures,bridge,210,36,dsl_0_base,156
0633-81730c35-1616-4bbe-98fd-16e9e573257c,65,structures,bridge,44,95,dsl_0_base,93
1895-2973ec71-2e6d-4063-a712-a06bfd52deec,40,structures,bridge,107,34,dsl_0_base,78
0633-81730c35-1616-4bbe-98fd-16e9e573257c,2,structures,bridge,18,93,dsl_0_base,39
3275-b93e8f92-35f6-460b-bf44-eeafd7ce92ea,212,structures,bridge,34,138,dsl_0_base,174
1895-2973ec71-2e6d-4063-a712-a06bfd52deec,144,structures,bridge,51,31,dsl_0_base,117
0883-a1542f6c-28bf-4350-96f6-7983978597b7,145,structures,bridge,67,71,dsl_0_base,96
2517-625695e2-5224-4af4-9d23-9b2a7182bce1,181,structures,bridge,41,59,dsl_0_base,135
0516-c0977246-bdec-4549-be79-557de1965227,87,structures,bridge,55,85,dsl_0_base,105
1895-2973ec71-2e6d-4063-a712-a06bfd52deec,98,structures,bridge,85,21,dsl_0_base,141
0883-a1542f6c-28bf-4350-96f6-7983978597b7,52,structures,bridge,48,45,dsl_0_base,78
1895-2973ec71-2e6d-4063-a712-a06bfd52deec,36,structures,bridge,28,67,dsl_0_base,105
0883-a1542f6c-28bf-4350-96f6-7983978597b7,198,structures,bridge,81,83,dsl_0_base,168
0516-c0977246-bdec-4549-be79-557de1965227,95,structures,bridge,138,97,dsl_0_base,159
3275-b93e8f92-35f6-460b-bf44-eeafd7ce92ea,230,structures,bridge,49,98,dsl_0_base,201
2517-625695e2-5224-4af4-9d23-9b2a7182bce1,247,structures,bridge,41,53,dsl_0_base,213
0883-a1542f6c-28bf-4350-96f6-7983978597b7,39,structures,bridge,52,58,dsl_0_base,93
0516-c0977246-bdec-4549-be79-557de1965227,92,structures,bridge,97,41,dsl_0_base,117
2517-625695e2-5224-4af4-9d23-9b2a7182bce1,194,structures,bridge,25,27,dsl_0_base,147
2357-8813b2d3-3a09-4c66-a57c-431c155dafa7,159,structures,bridge,21,214,dsl_0_base,147
0516-c0977246-bdec-4549-be79-557de1965227,49,structures,bridge,49,69,dsl_0_base,84
0883-a1542f6c-28bf-4350-96f6-7983978597b7,244,structures,bridge,100,104,dsl_0_base,249
2517-625695e2-5224-4af4-9d23-9b2a7182bce1,50,structures,bridge,30,30,dsl_0_base,117
3275-b93e8f92-35f6-460b-bf44-eeafd7ce92ea,222,structures,bridge,53,83,dsl_0_base,177
4026-212696e5-f6ef-422a-9e6f-5beafc1d74f3,144,structures,bridge,45,97,dsl_0_base,117
0883-a1542f6c-28bf-4350-96f6-7983978597b7,59,structures,bridge,42,44,dsl_0_base,84
3275-b93e8f92-35f6-460b-bf44-eeafd7ce92ea,29,structures,bridge,12,21,dsl_0_base,45
3275-b93e8f92-35f6-460b-bf44-eeafd7ce92ea,127,structures,bridge,1,1,dsl_0_base,207
3275-b93e8f92-35f6-460b-bf44-eeafd7ce92ea,73,structures,bridge,10,6,dsl_0_base,117
3275-b93e8f92-35f6-460b-bf44-eeafd7ce92ea,83,structures,bridge,4,7,dsl_0_base,117
4026-212696e5-f6ef-422a-9e6f-5beafc1d74f3,108,structures,bridge,18,52,dsl_0_base,96
0883-a1542f6c-28bf-4350-96f6-7983978597b7,194,structures,bridge,60,60,dsl_0_base,147
2517-625695e2-5224-4af4-9d23-9b2a7182bce1,114,structures,bridge,26,15,dsl_0_base,156
0516-c0977246-bdec-4549-be79-557de1965227,178,structures,bridge,146,120,dsl_0_base,177
6283-bf116ad8-ff13-4c56-9907-1fb218c1efef,96,structures,bridge,24,119,dsl_0_base,108
2517-625695e2-5224-4af4-9d23-9b2a7182bce1,88,structures,bridge,18,18,dsl_0_base,108
0516-c0977246-bdec-4549-be79-557de1965227,54,structures,bridge,42,58,dsl_0_base,99
0883-a1542f6c-28bf-4350-96f6-7983978597b7,99,structures,bridge,58,53,dsl_0_base,141
2357-8813b2d3-3a09-4c66-a57c-431c155dafa7,25,structures,bridge,9,97,dsl_0_base,60
0516-c0977246-bdec-4549-be79-557de1965227,60,structures,bridge,64,42,dsl_0_base,96
0883-a1542f6c-28bf-4350-96f6-7983978597b7,41,structures,bridge,64,71,dsl_0_base,117
2517-625695e2-5224-4af4-9d23-9b2a7182bce1,3,structures,bridge,34,37,dsl_0_base,48
6283-bf116ad8-ff13-4c56-9907-1fb218c1efef,187,structures,bridge,39,183,dsl_0_base,141
4026-212696e5-f6ef-422a-9e6f-5beafc1d74f3,91,structures,bridge,27,91,dsl_0_base,150
6283-bf116ad8-ff13-4c56-9907-1fb218c1efef,45,structures,bridge,25,107,dsl_0_base,81
6283-bf116ad8-ff13-4c56-9907-1fb218c1efef,46,structures,bridge,27,102,dsl_0_base,78
2357-8813b2d3-3a09-4c66-a57c-431c155dafa7,205,structures,bridge,15,125,dsl_0_base,135
4026-212696e5-f6ef-422a-9e6f-5beafc1d74f3,189,structures,bridge,33,117,dsl_0_base,156
6283-bf116ad8-ff13-4c56-9907-1fb218c1efef,71,structures,bridge,21,94,dsl_0_base,102
6283-bf116ad8-ff13-4c56-9907-1fb218c1efef,94,structures,bridge,24,112,dsl_0_base,159
6283-bf116ad8-ff13-4c56-9907-1fb218c1efef,51,structures,bridge,24,101,dsl_0_base,111
8761-7f849811-664e-46f3-a008-18e05a5e12b5,134,structures,bridge,93,47,dsl_0_base,240
4026-212696e5-f6ef-422a-9e6f-5beafc1d74f3,226,structures,bridge,55,139,dsl_0_base,174
8761-7f849811-664e-46f3-a008-18e05a5e12b5,125,structures,bridge,36,42,dsl_0_base,120
2357-8813b2d3-3a09-4c66-a57c-431c155dafa7,226,structures,bridge,23,168,dsl_0_base,174
6283-bf116ad8-ff13-4c56-9907-1fb218c1efef,214,structures,bridge,42,188,dsl_0_base,201
8761-7f849811-664e-46f3-a008-18e05a5e12b5,79,structures,bridge,71,44,dsl_0_base,90
3808-7b1e6b74-6f3b-4951-bae9-56be5923f2ac,148,structures,bridge,107,253,dsl_0_base,108
4026-212696e5-f6ef-422a-9e6f-5beafc1d74f3,223,structures,bridge,24,83,dsl_0_base,207
6283-bf116ad8-ff13-4c56-9907-1fb218c1efef,78,structures,bridge,18,86,dsl_0_base,87
6283-bf116ad8-ff13-4c56-9907-1fb218c1efef,86,structures,bridge,15,63,dsl_0_base,90
8761-7f849811-664e-46f3-a008-18e05a5e12b5,166,structures,bridge,57,60,dsl_0_base,159
4026-212696e5-f6ef-422a-9e6f-5beafc1d74f3,43,structures,bridge,12,37,dsl_0_base,60
8761-7f849811-664e-46f3-a008-18e05a5e12b5,27,structures,bridge,22,26,dsl_0_base,54
4026-212696e5-f6ef-422a-9e6f-5beafc1d74f3,132,structures,bridge,24,62,dsl_0_base,177
3808-7b1e6b74-6f3b-4951-bae9-56be5923f2ac,135,structures,bridge,28,68,dsl_0_base,180
8761-7f849811-664e-46f3-a008-18e05a5e12b5,245,structures,bridge,43,43,dsl_0_base,219
4026-212696e5-f6ef-422a-9e6f-5beafc1d74f3,25,structures,bridge,25,38,dsl_0_base,60
2357-8813b2d3-3a09-4c66-a57c-431c155dafa7,218,structures,bridge,13,142,dsl_0_base,114
8761-7f849811-664e-46f3-a008-18e05a5e12b5,82,structures,bridge,50,59,dsl_0_base,150
4026-212696e5-f6ef-422a-9e6f-5beafc1d74f3,88,structures,bridge,21,73,dsl_0_base,108
8761-7f849811-664e-46f3-a008-18e05a5e12b5,133,structures,bridge,23,21,dsl_0_base,207
8761-7f849811-664e-46f3-a008-18e05a5e12b5,42,structures,bridge,45,47,dsl_0_base,78
8761-7f849811-664e-46f3-a008-18e05a5e12b5,56,structures,bridge,32,24,dsl_0_base,93
2357-8813b2d3-3a09-4c66-a57c-431c155dafa7,52,structures,bridge,9,90,dsl_0_base,78
3808-7b1e6b74-6f3b-4951-bae9-56be5923f2ac,19,structures,bridge,61,181,dsl_0_base,42
3808-7b1e6b74-6f3b-4951-bae9-56be5923f2ac,155,structures,bridge,90,152,dsl_0_base,87
2357-8813b2d3-3a09-4c66-a57c-431c155dafa7,165,structures,bridge,12,161,dsl_0_base,171
3808-7b1e6b74-6f3b-4951-bae9-56be5923f2ac,246,structures,bridge,77,144,dsl_0_base,186
2357-8813b2d3-3a09-4c66-a57c-431c155dafa7,76,structures,bridge,16,126,dsl_0_base,141
3808-7b1e6b74-6f3b-4951-bae9-56be5923f2ac,239,structures,bridge,44,81,dsl_0_base,198
3808-7b1e6b74-6f3b-4951-bae9-56be5923f2ac,67,structures,bridge,36,72,dsl_0_base,99
2357-8813b2d3-3a09-4c66-a57c-431c155dafa7,41,structures,bridge,12,114,dsl_0_base,117
3808-7b1e6b74-6f3b-4951-bae9-56be5923f2ac,138,structures,bridge,70,84,dsl_0_base,237
3808-7b1e6b74-6f3b-4951-bae9-56be5923f2ac,47,structures,bridge,29,81,dsl_0_base,111
3808-7b1e6b74-6f3b-4951-bae9-56be5923f2ac,70,structures,bridge,29,79,dsl_0_base,105
2074-c88aca6d-7672-41f7-8b67-e9555be53d77,137,structures,bridge,32,57,dsl_0_base,210
2074-c88aca6d-7672-41f7-8b67-e9555be53d77,100,structures,bridge,34,43,dsl_0_base,135
2074-c88aca6d-7672-41f7-8b67-e9555be53d77,23,structures,bridge,18,53,dsl_0_base,51
2074-c88aca6d-7672-41f7-8b67-e9555be53d77,202,structures,bridge,87,100,dsl_0_base,183
2074-c88aca6d-7672-41f7-8b67-e9555be53d77,234,structures,bridge,108,126,dsl_0_base,198
3784-c7c8044d-d7a4-40c4-862d-e66b5828cf12,188,structures,bridge,54,171,dsl_0_base,165
2074-c88aca6d-7672-41f7-8b67-e9555be53d77,217,structures,bridge,106,119,dsl_0_base,150
2074-c88aca6d-7672-41f7-8b67-e9555be53d77,57,structures,bridge,6,4,dsl_0_base,105
9147-858a1ee5-326d-48c9-9dd7-f6171b17a0ce,140,structures,bridge,37,11,dsl_0_base,270
2074-c88aca6d-7672-41f7-8b67-e9555be53d77,135,structures,bridge,66,60,dsl_0_base,180
9147-858a1ee5-326d-48c9-9dd7-f6171b17a0ce,130,structures,bridge,30,13,dsl_0_base,210
3784-c7c8044d-d7a4-40c4-862d-e66b5828cf12,156,structures,bridge,36,189,dsl_0_base,141
2074-c88aca6d-7672-41f7-8b67-e9555be53d77,31,structures,bridge,58,54,dsl_0_base,69
9147-858a1ee5-326d-48c9-9dd7-f6171b17a0ce,44,structures,bridge,26,13,dsl_0_base,87
2074-c88aca6d-7672-41f7-8b67-e9555be53d77,97,structures,bridge,60,57,dsl_0_base,123
3784-c7c8044d-d7a4-40c4-862d-e66b5828cf12,11,structures,bridge,24,107,dsl_0_base,54
8167-3aeb6201-e3bf-42f3-a994-2517a142b2f2,190,structures,bridge,60,175,dsl_0_base,183
9147-858a1ee5-326d-48c9-9dd7-f6171b17a0ce,184,structures,bridge,32,22,dsl_0_base,120
3784-c7c8044d-d7a4-40c4-862d-e66b5828cf12,207,structures,bridge,37,138,dsl_0_base,153
9147-858a1ee5-326d-48c9-9dd7-f6171b17a0ce,75,structures,bridge,47,45,dsl_0_base,141
8167-3aeb6201-e3bf-42f3-a994-2517a142b2f2,115,structures,bridge,45,171,dsl_0_base,177
3784-c7c8044d-d7a4-40c4-862d-e66b5828cf12,220,structures,bridge,57,210,dsl_0_base,141
8167-3aeb6201-e3bf-42f3-a994-2517a142b2f2,67,structures,bridge,24,77,dsl_0_base,99
9147-858a1ee5-326d-48c9-9dd7-f6171b17a0ce,196,structures,bridge,36,53,dsl_0_base,150
9147-858a1ee5-326d-48c9-9dd7-f6171b17a0ce,64,structures,bridge,10,3,dsl_0_base,84
3784-c7c8044d-d7a4-40c4-862d-e66b5828cf12,210,structures,bridge,45,162,dsl_0_base,195
9147-858a1ee5-326d-48c9-9dd7-f6171b17a0ce,131,structures,bridge,34,47,dsl_0_base,237
8167-3aeb6201-e3bf-42f3-a994-2517a142b2f2,221,structures,bridge,33,118,dsl_0_base,150
1771-bfdaac0d-ecfa-4ad8-b9a6-555ee0bac2d3,163,structures,bridge,47,45,dsl_0_base,111
9147-858a1ee5-326d-48c9-9dd7-f6171b17a0ce,6,structures,bridge,18,57,dsl_0_base,51
9147-858a1ee5-326d-48c9-9dd7-f6171b17a0ce,59,structures,bridge,21,28,dsl_0_base,84
1771-bfdaac0d-ecfa-4ad8-b9a6-555ee0bac2d3,137,structures,bridge,44,44,dsl_0_base,210
8167-3aeb6201-e3bf-42f3-a994-2517a142b2f2,248,structures,bridge,33,143,dsl_0_base,279
